,0
1496,3-88906538            
1497,3-86294582            
1498,3-86294582            
1499,3-86294582            
1500,3-84699157            
1501,3-84699157            
1502,3-84699157            
1503,7-9993863             
1504,7-9993863             
1505,7-9993863             
1506,3-83708894            
1507,3-83708894            
1508,3-83708894            
1509,55-303283308812819456 
1510,55-303283308812819456 
1511,3-86835815            
1512,3-86835815            
1513,3-86835815            
1514,3-88398163            
1515,3-88398163            
1516,3-88398163            
1517,3-84192056            
1518,3-84192056            
1519,3-86294762            
1520,3-86294762            
1521,3-86294762            
1522,7-10002952            
1523,7-10002952            
1524,7-10200922            
1525,7-10200922            
1526,7-10200922            
1527,3-86294652            
1528,3-86294652            
1529,3-86294652            
1530,3-87359738            
1531,3-87359738            
1532,3-87359738            
1533,3-86293557            
1534,3-86293557            
1535,3-86293557            
1536,3-85743466            
1537,3-85743466            
1538,3-85743466            
1539,3-83708940            
1540,3-83708940            
1541,3-86293590            
1542,3-86293590            
1543,3-86293590            
1544,3-84698944            
1545,3-84698944            
1546,3-84698944            
1547,3-83261866            
1548,3-83261866            
1549,3-83709444            
1550,3-83709444            
1551,3-83261606            
1552,3-83261606            
1553,3-83709198            
1554,3-83709198            
1555,3-83709198            
1556,3-85743613            
1557,3-85743613            
1558,3-85743613            
1559,3-86293840            
1560,3-86293840            
1561,3-86293840            
1562,3-86834948            
1563,3-86834948            
1564,3-86834948            
1565,7-10102857            
1566,7-10102857            
1567,7-10102857            
1568,3-34555273            
1569,3-34555273            
1570,3-34555273            
1571,3-34555273            
1572,3-33505450            
1573,3-33505450            
1574,3-33505450            
1575,3-33505450            
1576,3-35076913            
1577,3-35076913            
1578,3-35076913            
1579,3-35076913            
1580,3-36604341            
1581,3-36604341            
1582,3-36604341            
1583,3-36604341            
1584,3-34031766            
1585,3-34031766            
1586,3-34031766            
1587,3-34031766            
1588,3-37117255            
1589,3-37117255            
